Segmentos PK_Calzada No.,Zonas,CIV,PK_ID,Estrategia,Programa,LOC. No.,Nombre Localidad,UPZ,Barrio,Eje Vial,Tramo Inicial,Tramo Final,Longitud Segmento (ML),"Ancho 
Segmento (ML)","Área
Segmento (m2)",Memorando Priorizaciòn,Km Carril Impacto   Km C,Km Lineal,Km Obra,Tipo Malla Vial,Tipo de Actividad,Tipo de Intervención,Fecha Inicio,Fecha Final,Estado Ejecucion,Mes Reporte,Fusion CIV,Fusion PK_ID,Grupo Contraloria,Ingeniero de Apoyo,Director de Obra / Residente
741,Zona 02,"13,000,981","91,101,572",Infraestructura y Gestión de Tránsito,IMV-PR-003,13,Teusaquillo,CIUDAD SALITRE ORIENTAL,CIUDAD SALITRE NOR-ORIENTAL,CL 24A,KR 56,KR 57,"1,639",219,"358,941",Grupo Sigma,1,0,0,CML,Parcheo,Mantenimiento,Thu May 16 00:00:00 COT 2019,Thu May 16 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
742,Zona 02,"12,000,160","177,918",Infraestructura y Gestión de Tránsito,Misionalidad,12,Barrios Unidos,LOS ANDES,LOS ANDES,KR 67A,CL 94,CL 94 A,"13,609",788,"10,723,892","2,01812E+13",36,0,0,CML,Cambio de Carpeta,Mantenimiento,Thu May 09 00:00:00 COT 2019,Thu May 16 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Laura Huertas,Ing. Luis Marin/Ing.Andrea Torres
743,Zona 03,"14,000,311","183,650",Infraestructura y Gestión de Tránsito,Misionalidad,14,Martires,LA SABANA,LA FAVORITA,KR18,CL20,CL21,724,86,"62,264","2,01812E+13",21,0,0,MVL,Cambio de Carpeta,Mantenimiento,Sat May 11 00:00:00 COT 2019,Thu May 16 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Karen Zarate,"Ing,Gustavo Velandia/Ing. Carlos Mendez"
744,Zona 02,"13,001,024","91,101,570",Infraestructura y Gestión de Tránsito,IMV-PR-003,13,Teusaquillo,CIUDAD SALITRE ORIENTAL,CIUDAD SALITRE NOR-ORIENTAL,CL 24A,KR 54,KR 56,"2,758",243,"670,194",Grupo Sigma,2,0,0,CML,Parcheo,Mantenimiento,Thu May 16 00:00:00 COT 2019,Thu May 16 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
745,Zona 02,"10,005,355","161,769",Infraestructura y Gestión de Tránsito,IMV-PR-003,10,Engativa,MINUTO DE DIOS,AUTOPISTA MEDELLIN,TV 76,DG 81I,DG 82A,944,627,"591,888",Grupo Sigma,2,0,0,CML,Parcheo,Mantenimiento,Thu May 16 00:00:00 COT 2019,Thu May 16 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
746,Zona 05,"8,006,287","146,587",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,KENNEDY CENTRAL,CIUDAD KENNEDY SUR,KR 78 N,CL 39 BIS S,CL 39 A S,"2,126",571,"1,213,946","2,01812E+13",4,0,0,MVL,Cambio de Carpeta,Mantenimiento,Thu May 09 00:00:00 COT 2019,Thu May 16 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Daniel Gamboa,"Ing,Carlos Castaño/Ing.Elena Alvarado"
747,Zona 05,"8,006,256","146,586",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,KENNEDY CENTRAL,CIUDAD KENNEDY SUR,KR 78N,CL 39 BIS S,CL 39S,"6,078",559,"3,397,602","2,01812E+13",11,0,0,MVL,Cambio de Carpeta,Mantenimiento,Sat May 11 00:00:00 COT 2019,Thu May 16 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Daniel Gamboa,"Ing,Carlos Castaño/Ing.Elena Alvarado"
748,Zona 05,"8,013,242","91,021,390",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,CARVAJAL,PROVIVIENDA OCCIDENTAL,KR 72L,CL 38FBIS S,CL 39S,"2,481",753,"1,868,193","2,01912E+13",6,0,0,MVL,Parcheo,Mantenimiento,Thu May 09 00:00:00 COT 2019,Fri May 17 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
749,Zona 05,"7,002,501","356,590",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,GRAN BRITALIA,JORGE URIBE BOTERO,KR 82A,CL 51AS,CL 51BS,"2,567",703,"1,804,601","2,01912E+13",6,0,0,MVL,Parcheo,Mantenimiento,Fri May 17 00:00:00 COT 2019,Fri May 17 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
750,Zona 05,"8,012,978","91,021,275",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,GRAN BRITALIA,JORGE URIBE BOTERO,KR 82A,CL 51BS,S.E.,"1,277",691,"882,407","2,01912E+13",3,0,0,MVL,Parcheo,Mantenimiento,Fri May 17 00:00:00 COT 2019,Fri May 17 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
751,Zona 05,"7,002,545","356,706",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,GRAN BRITALIA,JORGE URIBE BOTERO,KR 82A,CL 51BS,CL 51CS,"3,247",661,"2,146,267","2,01912E+13",7,0,0,MVL,Parcheo,Mantenimiento,Fri May 17 00:00:00 COT 2019,Fri May 17 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
752,Zona 02,"10,006,889","159,114",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,BOYACA REAL,FLORIDA BLANCA,KR 87A,CL 69A,CL 69ABIS,485,581,"281,785","2,01812E+13",9,0,0,MVL,Cambio de Carpeta,Mantenimiento,Mon May 13 00:00:00 COT 2019,Fri May 17 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Laura Huertas,Ing. Luis Marin/Ing.Andrea Torres
753,Zona 02,"13,001,024","91,101,451",Infraestructura y Gestión de Tránsito,IMV-PR-003,13,Teusaquillo,CIUDAD SALITRE ORIENTAL,CIUDAD SALITRE NOR-ORIENTAL,CL 24A,KR 54,KR 56,"2,948",327,"963,996",Grupo Sigma,3,0,0,CML,Parcheo,Mantenimiento,Fri May 17 00:00:00 COT 2019,Fri May 17 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
754,Zona 02,"13,001,024","600,448",Infraestructura y Gestión de Tránsito,IMV-PR-003,13,Teusaquillo,CIUDAD SALITRE ORIENTAL,CIUDAD SALITRE NOR-ORIENTAL,CL 24A,KR 54,KR 56,"10,554",826,"8,717,604",Grupo Sigma,29,0,0,CML,Parcheo,Mantenimiento,Tue May 14 00:00:00 COT 2019,Fri May 17 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/Ing. Alexander Sandoval
755,Zona 02,"13,000,981","91,101,573",Infraestructura y Gestión de Tránsito,IMV-PR-003,13,Teusaquillo,CIUDAD SALITRE ORIENTAL,CIUDAD SALITRE NOR-ORIENTAL,CL 24A,KR 56,KR 57,"2,338",223,"521,374",Grupo Sigma,2,0,0,CML,Parcheo,Mantenimiento,Fri May 17 00:00:00 COT 2019,Fri May 17 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
756,Zona 02,"10,006,844","159,115",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,BOYACA REAL,FLORIDA BLANCA,KR 87A,CL 69ABIS,CL 69B,485,559,"271,115","2,01812E+13",9,0,0,MVL,Cambio de Carpeta,Mantenimiento,Tue May 14 00:00:00 COT 2019,Sat May 18 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Laura Huertas,Ing. Luis Marin/Ing.Andrea Torres
757,Zona 03,"3,002,708","91,027,394",Ruralidad,IMV-PR-003,3,Santa Fe,HOYA TEUSACA,PARQUE NACIONAL,VIA CHOACHÍ,VIA CHOACHÍ,VIA CHOACHÍ,"113,503",6,"681,018",Grupo Sigma,195,0,75,MVR,Parcheo,Mantenimiento,Tue Apr 30 00:00:00 COT 2019,Sat May 18 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
758,Zona 03,"3,002,687","91,027,390",Ruralidad,IMV-PR-003,3,Santa Fe,HOYA TEUSACA,PARQUE NACIONAL,VIA CHOACHÍ,VIA CHOACHÍ,VIA CHOACHÍ,"94,241",6,"565,446",Grupo Sigma,162,0,145,MVR,Parcheo,Mantenimiento,Mon Mar 18 00:00:00 COT 2019,Sat May 18 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/ Ing.Jesus Forero
759,Zona 03,"14,000,275","183,654",Infraestructura y Gestión de Tránsito,Misionalidad,14,Martires,LA SABANA,SANTA FE,KR18A,CL21,CL22,725,96,696,"2,01812E+13",23,0,0,MVL,Cambio de Carpeta,Mantenimiento,Sat May 11 00:00:00 COT 2019,Sat May 18 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Karen Zarate,"Ing,Gustavo Velandia/Ing. Carlos Mendez"
760,Zona 02,"10,003,167","164,328",Barrios sin Infraestructura de Servicios Públicos,Misionalidad,10,Engativa,GARCES NAVAS,BOLIVIA,CL 71B,KR 107B,KR 107BBIS,"3,705",408,"151,164","2,01812E+13",5,0,0,MVL,Rehabilitacion Rigido,Rehabilitación,Tue Apr 23 00:00:00 COT 2019,Sun May 19 00:00:00 COT 2019,Terminado,Mayo,0,0,Rehabilitación,Luisa Perez,Ing. Manuel Avila/Ing. Ramiro Robles
761,Zona 02,"10,004,181","164,497",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,GARCES NAVAS,SAN ANTONIO ENGATIVA,KR 107C,CL 70,CL 70B,"11,867",592,"7,025,264","2,01712E+13",23,0,0,MVL,Cambio de Losas,Mantenimiento,Tue Apr 09 00:00:00 COT 2019,Mon May 20 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Losas,Luisa Perez,Ing. Manuel Avila/Ing. Ramiro Robles
762,Zona 02,"10,004,577","164,525",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,GARCES NAVAS,SAN ANTONIO ENGATIVA,CL 68C,KR 108,KR 108A,"2,774",623,"1,728,202","2,01712E+13",6,0,0,MVL,Cambio de Losas,Mantenimiento,Mon May 13 00:00:00 COT 2019,Mon May 20 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Losas,Luisa Perez,Ing. Manuel Avila/Ing. Ramiro Robles
763,Zona 05,"8,007,910","147,495",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,AMERICAS,PROVIVIENDA ORIENTAL,KR69A,CL20S,CL21AS,"9,832",733,"7,206,856","2,01812E+13",24,0,0,MVL,Cambio de Carpeta,Mantenimiento,Sat May 04 00:00:00 COT 2019,Mon May 20 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Daniel Gamboa,"Ing,Carlos Castaño/Ing.Elena Alvarado"
764,Zona 05,"8,011,552","148,973",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,CARVAJAL,LAS DELICIAS,CL 44DS,TV 72 BIS,TV 72A,"9,556",614,"5,867,384","2,01912E+13",2,0,0,MVL,Parcheo,Mantenimiento,Mon May 20 00:00:00 COT 2019,Mon May 20 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
765,Zona 05,"8,008,124","147,621",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,AMERICAS,PROVIVIENDA ORIENTAL,CL 24 A S,KR 69B,KR 69C,"6,701",689,"4,616,989","2,01912E+13",15,0,0,MVL,Parcheo,Mantenimiento,Mon May 20 00:00:00 COT 2019,Mon May 20 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
766,Zona 05,"8,007,481","147,467",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,AMERICAS,PROVIVIENDA ORIENTAL,KR 69C,CL 19S,CL 21S,"10,588",721,"7,633,948","2,01912E+13",25,0,0,MVL,Parcheo,Mantenimiento,Tue May 21 00:00:00 COT 2019,Tue May 21 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
767,Zona 01,"11,011,431","166,678",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,LA ALHAMBRA,ESTORIL,KR 45A,CL 104,CL 104A,"6,793",721,"4,897,753","2,01812E+13",16,0,0,MVL,Cambio de Carpeta,Mantenimiento,Tue May 07 00:00:00 COT 2019,Tue May 21 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Ibon Godoy,Ing. Rafael Perez/Ing. Cesar Diego Ortiz
768,Zona 01,"11,011,476","166,677",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,LA ALHAMBRA,ESTORIL,KR 45A,CL 103B,CL 104,608,721,"438,368","2,01812E+13",15,0,0,MVL,Cambio de Carpeta,Mantenimiento,Thu May 09 00:00:00 COT 2019,Tue May 21 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Ibon Godoy,Ing. Rafael Perez/Ing. Cesar Diego Ortiz
769,Zona 04,"6,001,271","323,738",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,6,Tunjuelito,VENECIA,TUNAL ORIENTAL,CL 47B S,KR 22,TV 22A,"11,101","1,046","11,611,646",Grupo Sigma,33,0,"29,708,571",MVA,Parcheo,Mantenimiento,Tue May 21 00:00:00 COT 2019,Tue May 21 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
770,Zona 01,"1,004,183","510,013",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,COUNTRY CLUB,LA CALLEJA,AK 19,CL 128B,CL 131,"18,727",817,"15,299,959",Grupo Sigma,44,0,"26,294,286",MVA,Parcheo,Mantenimiento,Tue May 21 00:00:00 COT 2019,Tue May 21 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
771,Zona 04,"6,002,010","91,022,742",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,6,Tunjuelito,VENECIA,TUNAL ORIENTAL,CL 47B S,TV 22A,KR 23,"6,108",962,"5,875,896",Grupo Sigma,17,0,"33,794,286",MVA,Parcheo,Mantenimiento,Wed May 22 00:00:00 COT 2019,Wed May 22 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
772,Zona 01,"1,004,207","510,392",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,COUNTRY CLUB,LA CALLEJA,AK 19,CL 128,CL 128A,"7,006",803,"5,625,818",Grupo Sigma,16,0,"7,165,714",MVA,Parcheo,Mantenimiento,Wed May 22 00:00:00 COT 2019,Wed May 22 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
773,Zona 01,"30,001,189","24,121,619",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,COUNTRY CLUB,LA CALLEJA,AK 19,CL 127B,CL 127BBIS,"10,608",863,"9,154,704",Grupo Sigma,26,0,24,MVA,Parcheo,Mantenimiento,Wed May 22 00:00:00 COT 2019,Wed May 22 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
774,Zona 05,"8,007,129","146,032",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,KENNEDY CENTRAL,CIUDAD KENNEDY ORIENTAL,CL 38 S,TV 73 C BIS B,KR73D,"5,646",499,"2,817,354","2,01912E+13",9,0,0,MVL,Parcheo,Mantenimiento,Wed May 22 00:00:00 COT 2019,Wed May 22 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
775,Zona 05,"8,006,796","147,657",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,AMERICAS,HIPOTECHO SUR,KR 68DBIS,CL 1S,CL 2S,677,683,"462,391","2,01912E+13",15,0,0,MVL,Parcheo,Mantenimiento,Wed May 22 00:00:00 COT 2019,Wed May 22 00:00:00 COT 2019,Terminado,Mayo,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
776,Zona 02,"10,006,735","159,117",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,BOYACA REAL,FLORIDA BLANCA,KR 87A,CL 70,CL 70A,456,595,"27,132","2,01812E+13",9,0,0,MVL,Cambio de Carpeta,Mantenimiento,Mon May 20 00:00:00 COT 2019,Wed May 22 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Laura Huertas,Ing. Luis Marin/Ing.Andrea Torres
777,Zona 02,"10,006,875","159,904",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,BOYACA REAL,FLORIDA BLANCA,CL69B,KR86A,KR86B,45,61,"2,745","2,01812E+13",9,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed May 15 00:00:00 COT 2019,Wed May 22 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Adriana Sierra,Ing. Luis Marin/Ing.Andrea Torres
778,Zona 02,"10,006,849","159,905",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,BOYACA REAL,FLORIDA BLANCA,CL 69B,KR 86B,KR 87,385,615,"236,775","2,01812E+13",8,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed May 15 00:00:00 COT 2019,Wed May 22 00:00:00 COT 2019,Terminado,Mayo,0,0,Cambio de Carpeta,Adriana Sierra,Ing. Luis Marin/Ing.Andrea Torres
